timestamp,slug,file,lang,status_msg,run_success,total_correct,total_testcases,status_runtime,status_memory,runtime_percentile,memory_percentile,question_id,submission_id,state
2025-10-18T21:52:23.828982Z,minimum-swaps-to-make-sequences-increasing,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/819__minimum-swaps-to-make-sequences-increasing/cpp/minimum-swaps-to-make-sequences-increasing.cpp,cpp,Accepted,True,117,117,0 ms,94.2 MB,100,83.70190000000001,819,1805354228,SUCCESS
2025-10-18T21:52:46.286634Z,split-array-with-same-average,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/823__split-array-with-same-average/cpp/split-array-with-same-average.cpp,cpp,Accepted,True,111,111,783 ms,165.9 MB,41.42249999999996,30.38729999999998,823,1805354338,SUCCESS
2025-10-18T21:53:07.582112Z,bus-routes,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/833__bus-routes/cpp/bus-routes.cpp,cpp,Time Limit Exceeded,False,44,54,N/A,N/A,None,None,833,1805354491,SUCCESS
2025-10-18T21:53:23.933450Z,race-car,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/836__race-car/cpp/race-car.cpp,cpp,Accepted,True,55,55,3 ms,9.5 MB,75.36,84.16000000000001,836,1805354620,SUCCESS
2025-10-18T21:53:41.415689Z,making-a-large-island,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/854__making-a-large-island/cpp/making-a-large-island.cpp,cpp,Accepted,True,75,75,292 ms,151.4 MB,33.789999999999836,48.93219999999938,854,1805354742,SUCCESS
2025-10-18T21:53:58.013488Z,count-unique-characters-of-all-substrings-of-a-given-string,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/855__count-unique-characters-of-all-substrings-of-a-given-string/cpp/count-unique-characters-of-all-substrings-of-a-given-string.cpp,cpp,Accepted,True,76,76,0 ms,13.9 MB,100,95.8238,855,1805354869,SUCCESS
2025-10-18T21:54:13.997140Z,maximal-rectangle,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/85__maximal-rectangle/cpp/maximal-rectangle.cpp,cpp,Accepted,True,75,75,3 ms,16.3 MB,86.73419999999999,96.8464,85,1805354987,SUCCESS
2025-10-18T21:54:30.207275Z,sum-of-distances-in-tree,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/863__sum-of-distances-in-tree/cpp/sum-of-distances-in-tree.cpp,cpp,Accepted,True,74,74,83 ms,96.9 MB,62.30780000000003,89.74380000000001,863,1805355082,SUCCESS
2025-10-18T21:54:47.240680Z,similar-string-groups,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/869__similar-string-groups/cpp/similar-string-groups.cpp,cpp,Wrong Answer,True,75,77,N/A,N/A,None,None,869,1805355181,SUCCESS
2025-10-18T21:55:03.549650Z,guess-the-word,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/873__guess-the-word/cpp/guess-the-word.cpp,cpp,Wrong Answer,True,11,13,N/A,N/A,None,None,873,1805355288,SUCCESS
2025-10-18T21:55:19.612285Z,shortest-path-visiting-all-nodes,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/877__shortest-path-visiting-all-nodes/cpp/shortest-path-visiting-all-nodes.cpp,cpp,Accepted,True,55,55,22 ms,19.2 MB,57.619400000000006,50.883700000000125,877,1805355389,SUCCESS
2025-10-18T21:55:36.934889Z,k-similar-strings,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/884__k-similar-strings/cpp/k-similar-strings.cpp,cpp,Accepted,True,66,66,470 ms,172.6 MB,13.136400000000119,9.121200000000144,884,1805355496,SUCCESS
2025-10-18T21:55:54.963872Z,random-pick-with-blacklist,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/894__random-pick-with-blacklist/cpp/random-pick-with-blacklist.cpp,cpp,Accepted,True,68,68,35 ms,79.5 MB,65.28240000000008,19.62210000000011,894,1805355617,SUCCESS
2025-10-18T21:56:12.460307Z,shortest-path-to-get-all-keys,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/895__shortest-path-to-get-all-keys/cpp/shortest-path-to-get-all-keys.cpp,cpp,Accepted,True,36,36,8 ms,14.6 MB,99.15250000000002,87.53000000000002,895,1805355759,SUCCESS
2025-10-18T21:56:28.506827Z,minimum-number-of-refueling-stops,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/902__minimum-number-of-refueling-stops/cpp/minimum-number-of-refueling-stops.cpp,cpp,Accepted,True,198,198,0 ms,21.3 MB,100,12.639499999999996,902,1805355882,SUCCESS
2025-10-18T21:56:44.646236Z,nth-magical-number,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/910__nth-magical-number/cpp/nth-magical-number.cpp,cpp,Accepted,True,70,70,0 ms,7.8 MB,100,44.607,910,1805355995,SUCCESS
2025-10-18T21:57:02.258844Z,profitable-schemes,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/911__profitable-schemes/cpp/profitable-schemes.cpp,cpp,Accepted,True,45,45,21 ms,12.3 MB,98.65159999999999,86.8258,911,1805356118,SUCCESS
2025-10-18T21:57:18.793419Z,reachable-nodes-in-subdivided-graph,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/918__reachable-nodes-in-subdivided-graph/cpp/reachable-nodes-in-subdivided-graph.cpp,cpp,Accepted,True,50,50,57 ms,62.5 MB,42.495099999999994,24.050600000000017,918,1805356260,SUCCESS
2025-10-18T21:57:35.092084Z,super-egg-drop,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/923__super-egg-drop/cpp/super-egg-drop.cpp,cpp,Accepted,True,121,121,0 ms,7.8 MB,100,98.9971,923,1805356373,SUCCESS
2025-10-18T21:57:51.961607Z,sum-of-subsequence-widths,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/927__sum-of-subsequence-widths/cpp/sum-of-subsequence-widths.cpp,cpp,Accepted,True,68,68,40 ms,57.7 MB,33.33319999999998,66.66659999999999,927,1805356466,SUCCESS
2025-10-18T21:58:08.424865Z,numbers-at-most-n-given-digit-set,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/938__numbers-at-most-n-given-digit-set/cpp/numbers-at-most-n-given-digit-set.cpp,cpp,Accepted,True,84,84,0 ms,10.7 MB,100,27.419300000000007,938,1805356576,SUCCESS
2025-10-18T21:58:24.435418Z,valid-permutations-for-di-sequence,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/939__valid-permutations-for-di-sequence/cpp/valid-permutations-for-di-sequence.cpp,cpp,Accepted,True,83,83,0 ms,9.5 MB,100,65.2173,939,1805356686,SUCCESS
2025-10-18T21:58:40.535951Z,super-palindromes,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/942__super-palindromes/cpp/super-palindromes.cpp,cpp,Accepted,True,49,49,241 ms,43.9 MB,49.204999999999984,26.188999999999986,942,1805356806,SUCCESS
2025-10-18T21:58:56.712938Z,cat-and-mouse,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/949__cat-and-mouse/cpp/cat-and-mouse.cpp,cpp,Accepted,True,92,92,19 ms,18.7 MB,96.2732,86.33490000000005,949,1805356915,SUCCESS
2025-10-18T21:59:13.642572Z,number-of-music-playlists,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/956__number-of-music-playlists/cpp/number-of-music-playlists.cpp,cpp,Accepted,True,83,83,0 ms,8.8 MB,100,76.3828,956,1805357019,SUCCESS
2025-10-18T21:59:29.697962Z,three-equal-parts,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/963__three-equal-parts/cpp/three-equal-parts.cpp,cpp,Accepted,True,121,121,0 ms,42.7 MB,100,52.5925,963,1805357135,SUCCESS
2025-10-18T21:59:47.004224Z,stamping-the-sequence,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/973__stamping-the-sequence/cpp/stamping-the-sequence.cpp,cpp,Accepted,True,262,262,103 ms,49.5 MB,11.415899999999986,5.936499999999975,973,1805357247,SUCCESS
2025-10-18T22:00:04.344666Z,find-the-shortest-superstring,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/980__find-the-shortest-superstring/cpp/find-the-shortest-superstring.cpp,cpp,Accepted,True,85,85,54 ms,23.5 MB,71.13419999999995,82.98999999999995,980,1805357338,SUCCESS
